,Month,Sales
213,2011-05-31,838.9178
214,2011-05-31,357.1616
215,2011-05-31,2146.962
216,2011-05-31,57.6808
217,2011-05-31,838.9178
218,2011-05-31,838.9178
219,2011-05-31,874.794
220,2011-05-31,57.6808
221,2011-05-31,40.373
222,2011-05-31,183.9382
223,2011-05-31,10.373
224,2011-05-31,1749.588
225,2011-05-31,419.4589
226,2011-05-31,838.9178
227,2011-05-31,838.9178
228,2011-05-31,28.8404
229,2011-05-31,4049.988
230,2011-05-31,57.6808
231,2011-05-31,4079.988
232,2011-05-31,2039.994
233,2011-05-31,20.1865
234,2011-05-31,40.373
235,2011-05-31,15.5595
236,2011-05-31,8099.976
237,2011-05-31,12149.964
238,2011-05-31,2039.994
239,2011-05-31,60.5595
240,2011-05-31,10124.97
241,2011-05-31,34.2
242,2011-05-31,1749.588
243,2011-05-31,838.9178
244,2011-05-31,419.4589
245,2011-05-31,1749.588
246,2011-05-31,419.4589
247,2011-05-31,419.4589
248,2011-05-31,1258.3767
249,2011-05-31,419.4589
250,2011-05-31,874.794
251,2011-05-31,183.9382
252,2011-05-31,2624.382
253,2011-05-31,419.4589
254,2011-05-31,419.4589
255,2011-05-31,419.4589
256,2011-05-31,838.9178
257,2011-05-31,183.9382
258,2011-05-31,838.9178
259,2011-05-31,1258.3767
260,2011-05-31,178.5808
261,2011-05-31,419.4589
262,2011-05-31,367.8764
263,2011-05-31,1749.588
264,2011-05-31,1749.588
265,2011-05-31,1258.3767
266,2011-05-31,419.4589
267,2011-05-31,4293.924
268,2011-05-31,1258.3767
269,2011-05-31,357.1616
270,2011-05-31,367.8764
271,2011-05-31,2146.962
272,2011-05-31,1749.588
273,2011-05-31,1677.8356
274,2011-05-31,838.9178
275,2011-05-31,2936.2123
276,2011-05-31,551.8146
277,2011-05-31,178.5808
278,2011-05-31,2516.7534
279,2011-05-31,367.8764
280,2011-05-31,367.8764
281,2011-05-31,713.796
282,2011-05-31,2097.2945
283,2011-05-31,838.9178
284,2011-05-31,838.9178
285,2011-05-31,2624.382
286,2011-05-31,4293.924
287,2011-05-31,3775.1301
288,2011-05-31,3499.176
289,2011-05-31,28.8404
290,2011-05-31,419.4589
291,2011-05-31,10.373
292,2011-05-31,838.9178
293,2011-05-31,874.794
294,2011-05-31,2097.2945
295,2011-05-31,183.9382
296,2011-05-31,6998.352
297,2011-05-31,367.8764
298,2011-05-31,288.404
299,2011-05-31,419.4589
300,2011-05-31,3499.176
301,2011-05-31,357.1616
302,2011-05-31,6998.352
303,2011-05-31,60.5595
304,2011-05-31,2516.7534
305,2011-05-31,1070.694
306,2011-05-31,31.119
307,2011-05-31,115.3616
308,2011-05-31,2936.2123
309,2011-05-31,1749.588
310,2011-05-31,115.3616
311,2011-05-31,838.9178
312,2011-05-31,419.4589
313,2011-05-31,4293.924
314,2011-05-31,419.4589
315,2011-05-31,178.5808
316,2011-05-31,1258.3767
317,2011-05-31,60.5595
318,2011-05-31,419.4589
319,2011-05-31,367.8764
320,2011-05-31,80.746
321,2011-05-31,367.8764
322,2011-05-31,86.5212
323,2011-05-31,2039.994
324,2011-05-31,34.2
325,2011-05-31,40.373
326,2011-05-31,6119.982
327,2011-05-31,40.373
328,2011-05-31,2039.994
329,2011-05-31,6074.982
330,2011-05-31,2039.994
331,2011-05-31,2024.994
332,2011-05-31,6074.982
333,2011-05-31,6119.982
334,2011-05-31,57.6808
335,2011-05-31,2039.994
336,2011-05-31,86.5212
337,2011-05-31,20.1865
338,2011-05-31,20.1865
339,2011-05-31,2039.994
340,2011-05-31,4079.988
341,2011-05-31,5.1865
342,2011-05-31,100.9325
343,2011-05-31,4079.988
344,2011-05-31,1445.1898
345,2011-05-31,714.7043
346,2011-05-31,722.5949
347,2011-05-31,10124.97
348,2011-05-31,12149.964
349,2011-05-31,11.4
350,2011-05-31,10124.97
351,2011-05-31,419.4589
352,2011-05-31,3578.27
353,2011-05-31,3399.99
354,2011-05-31,3399.99
355,2011-05-31,699.0982
356,2011-05-31,3399.99
357,2011-06-01,3578.27
358,2011-06-01,3578.27
359,2011-06-01,3374.99
360,2011-06-01,3399.99
361,2011-06-02,3578.27
362,2011-06-02,3578.27
363,2011-06-02,699.0982
364,2011-06-02,3578.27
365,2011-06-02,3578.27
366,2011-06-03,3578.27
367,2011-06-03,3578.27
368,2011-06-04,3578.27
369,2011-06-04,3578.27
370,2011-06-04,3578.27
371,2011-06-04,3578.27
372,2011-06-04,699.0982
373,2011-06-05,3578.27
374,2011-06-05,3578.27
375,2011-06-05,3578.27
376,2011-06-05,3578.27
377,2011-06-06,3578.27
378,2011-06-06,699.0982
379,2011-06-06,3578.27
380,2011-06-07,3578.27
381,2011-06-07,699.0982
382,2011-06-07,3578.27
383,2011-06-08,3578.27
384,2011-06-08,3399.99
385,2011-06-08,3399.99
386,2011-06-08,3578.27
387,2011-06-08,3374.99
388,2011-06-08,3578.27
389,2011-06-09,3578.27
390,2011-06-09,3578.27
391,2011-06-09,3399.99
392,2011-06-10,3578.27
393,2011-06-10,3578.27
394,2011-06-10,3578.27
395,2011-06-10,3578.27
396,2011-06-11,3578.27
397,2011-06-11,3578.27
398,2011-06-11,3399.99
399,2011-06-11,3578.27
400,2011-06-12,3578.27
401,2011-06-12,3578.27
402,2011-06-13,3578.27
403,2011-06-13,3578.27
404,2011-06-13,3578.27
405,2011-06-13,3578.27
406,2011-06-13,3578.27
407,2011-06-13,3578.27
408,2011-06-13,3578.27
409,2011-06-14,3578.27
410,2011-06-14,3578.27
411,2011-06-14,699.0982
412,2011-06-14,3374.99
413,2011-06-15,3578.27
414,2011-06-15,3578.27
415,2011-06-15,3578.27
416,2011-06-15,3578.27
417,2011-06-16,3578.27
418,2011-06-16,3578.27
419,2011-06-16,3578.27
420,2011-06-16,3399.99
421,2011-06-17,3578.27
422,2011-06-17,3374.99
423,2011-06-18,3578.27
424,2011-06-18,3578.27
425,2011-06-18,3578.27
426,2011-06-18,699.0982
427,2011-06-18,3578.27
428,2011-06-18,3578.27
429,2011-06-18,3578.27
430,2011-06-18,3399.99
431,2011-06-19,3578.27
432,2011-06-19,3578.27
433,2011-06-19,3399.99
434,2011-06-19,699.0982
435,2011-06-20,3578.27
436,2011-06-20,3578.27
437,2011-06-20,3578.27
438,2011-06-20,3578.27
439,2011-06-21,3578.27
440,2011-06-21,3578.27
441,2011-06-21,3578.27
442,2011-06-21,3399.99
443,2011-06-21,3374.99
444,2011-06-21,3374.99
445,2011-06-21,3399.99
446,2011-06-21,3578.27
447,2011-06-21,3578.27
448,2011-06-21,3399.99
449,2011-06-21,3399.99
450,2011-06-22,3578.27
451,2011-06-22,699.0982
452,2011-06-22,3578.27
453,2011-06-22,3578.27
454,2011-06-22,3578.27
455,2011-06-23,3578.27
456,2011-06-23,3578.27
457,2011-06-23,3578.27
458,2011-06-24,3578.27
459,2011-06-24,3578.27
460,2011-06-24,699.0982
461,2011-06-24,3578.27
462,2011-06-25,3578.27
463,2011-06-25,3578.27
464,2011-06-25,3578.27
465,2011-06-25,3399.99
466,2011-06-25,3399.99
467,2011-06-26,3578.27
468,2011-06-26,3374.99
469,2011-06-26,3374.99
470,2011-06-26,3578.27
471,2011-06-26,3578.27
472,2011-06-26,3578.27
473,2011-06-26,3578.27
474,2011-06-26,3399.99
475,2011-06-27,3578.27
476,2011-06-27,3578.27
477,2011-06-27,3578.27
478,2011-06-27,699.0982
479,2011-06-27,699.0982
480,2011-06-27,3578.27
481,2011-06-27,3374.99
482,2011-06-27,699.0982
483,2011-06-28,3578.27
484,2011-06-28,3578.27
485,2011-06-28,3578.27
486,2011-06-28,3374.99
487,2011-06-28,3578.27
488,2011-06-29,3578.27
489,2011-06-29,3374.99
490,2011-06-29,3374.99
491,2011-06-29,699.0982
492,2011-06-29,3374.99
493,2011-06-30,3578.27
494,2011-06-30,3578.27
495,2011-06-30,699.0982
496,2011-06-30,3578.27
497,2011-06-30,3578.27
498,2011-07-01,4079.988
499,2011-07-01,4049.988
500,2011-07-01,1445.1898
501,2011-07-01,10124.97
502,2011-07-01,1445.1898
503,2011-07-01,818.7
504,2011-07-01,809.76
505,2011-07-01,4079.988
506,2011-07-01,11.4
507,2011-07-01,6074.982
508,2011-07-01,8099.976
509,2011-07-01,4049.988
510,2011-07-01,6074.982
511,2011-07-01,2024.994
512,2011-07-01,183.9382
513,2011-07-01,86.5212
514,2011-07-01,419.4589
515,2011-07-01,838.9178
516,2011-07-01,838.9178
517,2011-07-01,874.794
518,2011-07-01,838.9178
519,2011-07-01,4293.924
520,2011-07-01,183.9382
521,2011-07-01,20.746
522,2011-07-01,551.8146
523,2011-07-01,5.1865
524,2011-07-01,178.5808
525,2011-07-01,183.9382
526,2011-07-01,28.8404
527,2011-07-01,5.1865
528,2011-07-01,874.794
529,2011-07-01,2039.994
530,2011-07-01,2024.994
531,2011-07-01,2024.994
532,2011-07-01,8099.976
533,2011-07-01,4079.988
534,2011-07-01,4049.988
535,2011-07-01,28.8404
536,2011-07-01,4049.988
537,2011-07-01,4079.988
538,2011-07-01,20.1865
539,2011-07-01,2039.994
540,2011-07-01,115.3616
541,2011-07-01,2039.994
542,2011-07-01,20.1865
543,2011-07-01,4079.988
544,2011-07-01,20.1865
545,2011-07-01,419.4589
546,2011-07-01,874.794
547,2011-07-01,419.4589
548,2011-07-01,838.9178
549,2011-07-01,2146.962
550,2011-07-01,551.8146
551,2011-07-01,183.9382
552,2011-07-01,2624.382
553,2011-07-01,874.794
554,2011-07-01,1070.694
555,2011-07-01,178.5808
556,2011-07-01,838.9178
557,2011-07-01,419.4589
558,2011-07-01,20.1865
559,2011-07-01,1258.3767
560,2011-07-01,20.1865
561,2011-07-01,183.9382
562,2011-07-01,874.794
563,2011-07-01,535.7424
564,2011-07-01,2146.962
565,2011-07-01,419.4589
566,2011-07-01,5.1865
567,2011-07-01,60.5595
568,2011-07-01,2024.994
569,2011-07-01,4049.988
570,2011-07-01,2039.994
571,2011-07-01,2039.994
572,2011-07-01,8099.976
573,2011-07-01,4049.988
574,2011-07-01,6074.982
575,2011-07-01,1749.588
576,2011-07-01,838.9178
577,2011-07-01,838.9178
578,2011-07-01,2146.962
579,2011-07-01,1677.8356
580,2011-07-01,178.5808
581,2011-07-01,1258.3767
582,2011-07-01,713.796
583,2011-07-01,419.4589
584,2011-07-01,183.9382
585,2011-07-01,838.9178
586,2011-07-01,183.9382
587,2011-07-01,874.794
588,2011-07-01,838.9178
589,2011-07-01,11.4
590,2011-07-01,2024.994
591,2011-07-01,419.4589
592,2011-07-01,419.4589
593,2011-07-01,838.9178
594,2011-07-01,2624.382
595,2011-07-01,28.8404
596,2011-07-01,15.5595
597,2011-07-01,28.8404
598,2011-07-01,183.9382
599,2011-07-01,40.373
600,2011-07-01,20.1865
601,2011-07-01,357.1616
602,2011-07-01,419.4589
603,2011-07-01,1749.588
604,2011-07-01,40.373
605,2011-07-01,838.9178
606,2011-07-01,838.9178
607,2011-07-01,2097.2945
608,2011-07-01,419.4589
609,2011-07-01,357.1616
610,2011-07-01,1258.3767
611,2011-07-01,1749.588
612,2011-07-01,178.5808
613,2011-07-01,4293.924
614,2011-07-01,183.9382
615,2011-07-01,419.4589
616,2011-07-01,183.9382
617,2011-07-01,874.794
618,2011-07-01,28.8404
619,2011-07-01,419.4589
620,2011-07-01,2624.382
621,2011-07-01,838.9178
622,2011-07-01,838.9178
623,2011-07-01,419.4589
624,2011-07-01,1749.588
625,2011-07-01,838.9178
626,2011-07-01,356.898
627,2011-07-01,419.4589
628,2011-07-01,178.5808
629,2011-07-01,419.4589
630,2011-07-01,4293.924
631,2011-07-01,183.9382
632,2011-07-01,419.4589
633,2011-07-01,874.794
634,2011-07-01,356.898
635,2011-07-01,1258.3767
636,2011-07-01,2097.2945
637,2011-07-01,838.9178
638,2011-07-01,183.9382
639,2011-07-01,259.5636
640,2011-07-01,1677.8356
641,2011-07-01,2146.962
642,2011-07-01,713.796
643,2011-07-01,367.8764
644,2011-07-01,838.9178
645,2011-07-01,80.746
646,2011-07-01,2624.382
647,2011-07-01,1749.588
648,2011-07-01,367.8764
649,2011-07-01,1677.8356
650,2011-07-01,1749.588
651,2011-07-01,173.0424
652,2011-07-01,838.9178
653,2011-07-01,1749.588
654,2011-07-01,46.6785
655,2011-07-01,838.9178
656,2011-07-01,80.746
657,2011-07-01,178.5808
658,2011-07-01,86.5212
659,2011-07-01,357.1616
660,2011-07-01,60.5595
661,2011-07-01,8159.976
662,2011-07-01,818.7
663,2011-07-01,6074.982
664,2011-07-01,8159.976
665,2011-07-01,1429.4086
666,2011-07-01,1445.1898
667,2011-07-01,4079.988
668,2011-07-01,809.76
669,2011-07-01,22.8
670,2011-07-01,874.794
671,2011-07-01,5.1865
672,2011-07-01,419.4589
673,2011-07-01,419.4589
674,2011-07-01,10199.97
675,2011-07-01,714.7043
676,2011-07-01,1637.4
677,2011-07-01,4049.988
678,2011-07-01,8099.976
679,2011-07-01,722.5949
680,2011-07-01,4079.988
681,2011-07-01,8159.976
682,2011-07-01,809.76
683,2011-07-01,874.794
684,2011-07-01,838.9178
685,2011-07-01,2146.962
686,2011-07-01,1677.8356
687,2011-07-01,183.9382
688,2011-07-01,735.7528
689,2011-07-01,419.4589
690,2011-07-01,838.9178
691,2011-07-01,144.202
692,2011-07-01,178.5808
693,2011-07-01,15.5595
694,2011-07-01,1258.3767
695,2011-07-01,1258.3767
696,2011-07-01,2624.382
697,2011-07-01,2039.994
698,2011-07-01,2024.994
699,2011-07-01,11.4
700,2011-07-01,20.1865
701,2011-07-01,2039.994
702,2011-07-01,4049.988
703,2011-07-01,57.6808
704,2011-07-01,4079.988
705,2011-07-01,11.4
706,2011-07-01,86.5212
707,2011-07-01,8159.976
708,2011-07-01,40.373
709,2011-07-01,20.1865
710,2011-07-01,4049.988
711,2011-07-01,20.746
712,2011-07-01,1429.4086
713,2011-07-01,722.5949
714,2011-07-01,2167.7847
715,2011-07-01,1637.4
716,2011-07-01,4049.988
717,2011-07-01,28.8404
718,2011-07-01,2146.962
719,2011-07-01,714.7043
720,2011-07-01,10124.97
721,2011-07-01,4049.988
722,2011-07-01,1619.52
723,2011-07-01,10199.97
724,2011-07-01,8159.976
725,2011-07-01,714.7043
726,2011-07-01,2039.994
727,2011-07-01,10124.97
728,2011-07-01,1445.1898
729,2011-07-01,1258.3767
730,2011-07-01,838.9178
731,2011-07-01,86.5212
732,2011-07-01,1258.3767
733,2011-07-01,874.794
734,2011-07-01,5.1865
735,2011-07-01,419.4589
736,2011-07-01,367.8764
737,2011-07-01,40.373
738,2011-07-01,874.794
739,2011-07-01,183.9382
740,2011-07-01,419.4589
741,2011-07-01,57.6808
742,2011-07-01,2624.382
743,2011-07-01,2146.962
744,2011-07-01,80.746
745,2011-07-01,838.9178
746,2011-07-01,1258.3767
747,2011-07-01,80.746
748,2011-07-01,419.4589
749,2011-07-01,20.1865
750,2011-07-01,2624.382
751,2011-07-01,1749.588
752,2011-07-01,419.4589
753,2011-07-01,40.373
754,2011-07-01,80.746
755,2011-07-01,367.8764
756,2011-07-01,356.898
757,2011-07-01,178.5808
758,2011-07-01,2146.962
759,2011-07-01,1749.588
760,2011-07-01,874.794
761,2011-07-01,115.3616
762,2011-07-01,419.4589
763,2011-07-01,20.746
764,2011-07-01,2516.7534
765,2011-07-01,838.9178
766,2011-07-01,4293.924
767,2011-07-01,919.691
768,2011-07-01,919.691
769,2011-07-01,874.794
770,2011-07-01,178.5808
771,2011-07-01,1258.3767
772,2011-07-01,535.7424
773,2011-07-01,4373.97
774,2011-07-01,2097.2945
775,2011-07-01,1070.694
776,2011-07-01,838.9178
777,2011-07-01,874.794
778,2011-07-01,100.9325
779,2011-07-01,419.4589
780,2011-07-01,40.373
781,2011-07-01,5248.764
782,2011-07-01,551.8146
783,2011-07-01,2516.7534
784,2011-07-01,2097.2945
785,2011-07-01,28.8404
786,2011-07-01,144.202
787,2011-07-01,28.8404
788,2011-07-01,1677.8356
789,2011-07-01,367.8764
790,2011-07-01,4293.924
791,2011-07-01,2141.388
792,2011-07-01,419.4589
793,2011-07-01,12149.964
794,2011-07-01,1429.4086
795,2011-07-01,818.7
796,2011-07-01,11.4
797,2011-07-01,57.6808
798,2011-07-01,14279.958
799,2011-07-01,12239.964
800,2011-07-01,40.373
801,2011-07-01,3612.9745
802,2011-07-01,23190.651792
803,2011-07-01,809.76
804,2011-07-01,24938.476108
805,2011-07-01,4079.988
806,2011-07-01,16199.952
807,2011-07-01,1429.4086
808,2011-07-01,10.373
809,2011-07-01,4049.988
810,2011-07-01,86.5212
811,2011-07-01,100.9325
812,2011-07-01,2167.7847
813,2011-07-01,57.6808
814,2011-07-01,838.9178
815,2011-07-01,874.794
816,2011-07-01,1258.3767
817,2011-07-01,1749.588
818,2011-07-01,367.8764
819,2011-07-01,838.9178
820,2011-07-01,838.9178
821,2011-07-01,367.8764
822,2011-07-01,115.3616
823,2011-07-01,40.373
824,2011-07-01,28.5
825,2011-07-01,6119.982
826,2011-07-01,4049.988
827,2011-07-01,8159.976
828,2011-07-01,2024.994
829,2011-07-01,28.8404
830,2011-07-01,20.1865
831,2011-07-01,40.373
832,2011-07-01,2039.994
833,2011-07-01,2039.994
834,2011-07-01,1258.3767
835,2011-07-01,838.9178
836,2011-07-01,1258.3767
837,2011-07-01,838.9178
838,2011-07-01,57.6808
839,2011-07-01,735.7528
840,2011-07-01,115.3616
841,2011-07-01,1677.8356
842,2011-07-01,551.8146
843,2011-07-01,1749.588
844,2011-07-01,367.8764
845,2011-07-01,28.8404
846,2011-07-01,838.9178
847,2011-07-01,1258.3767
848,2011-07-01,551.8146
849,2011-07-01,419.4589
850,2011-07-01,100.9325
851,2011-07-01,2624.382
852,2011-07-01,874.794
853,2011-07-01,535.7424
854,2011-07-01,1749.588
855,2011-07-01,80.746
856,2011-07-01,100.9325
857,2011-07-01,892.904
858,2011-07-01,2146.962
859,2011-07-01,63.873264
860,2011-07-01,1258.3767
861,2011-07-01,1749.588
862,2011-07-01,1258.3767
863,2011-07-01,1258.3767
864,2011-07-01,419.4589
865,2011-07-01,178.5808
866,2011-07-01,356.898
867,2011-07-01,4293.924
868,2011-07-01,1749.588
869,2011-07-01,367.8764
870,2011-07-01,1749.588
871,2011-07-01,419.4589
872,2011-07-01,419.4589
873,2011-07-01,4049.988
874,2011-07-01,4049.988
875,2011-07-01,10199.97
876,2011-07-01,6119.982
877,2011-07-01,6074.982
878,2011-07-01,57.6808
879,2011-07-01,8159.976
880,2011-07-01,104.23875
881,2011-07-01,2024.994
882,2011-07-01,367.8764
883,2011-07-01,356.898
884,2011-07-01,838.9178
885,2011-07-01,419.4589
886,2011-07-01,838.9178
887,2011-07-01,10.373
888,2011-07-01,838.9178
889,2011-07-01,178.5808
890,2011-07-01,183.9382
891,2011-07-01,535.7424
892,2011-07-01,2146.962
893,2011-07-01,1258.3767
894,2011-07-01,2624.382
895,2011-07-01,1749.588
896,2011-07-01,838.9178
897,2011-07-01,4293.924
898,2011-07-01,838.9178
899,2011-07-01,2144.1129
900,2011-07-01,80.746
901,2011-07-01,2429.28
902,2011-07-01,288.404
903,2011-07-01,20249.94
904,2011-07-01,10124.97
905,2011-07-01,10199.97
906,2011-07-01,2456.1
907,2011-07-01,100.9325
908,2011-07-01,8099.976
909,2011-07-01,173.0424
910,2011-07-01,722.5949
911,2011-07-01,16319.952
912,2011-07-01,41.492
913,2011-07-01,4049.988
914,2011-07-01,2144.1129
915,2011-07-01,27055.760424
916,2011-07-01,80.746
917,2011-07-01,8159.976
918,2011-07-01,22.8
919,2011-07-01,722.5949
920,2011-07-01,28.8404
921,2011-07-01,22.8
922,2011-07-01,45.6
923,2011-07-01,1749.588
924,2011-07-01,419.4589
925,2011-07-01,367.8764
926,2011-07-01,419.4589
927,2011-07-01,1749.588
928,2011-07-01,60.5595
929,2011-07-01,31.119
930,2011-07-01,20.1865
931,2011-07-01,1749.588
932,2011-07-01,838.9178
933,2011-07-01,2097.2945
934,2011-07-01,356.898
935,2011-07-01,28.8404
936,2011-07-01,183.9382
937,2011-07-01,874.794
938,2011-07-01,178.5808
939,2011-07-01,144.202
940,2011-07-01,419.4589
941,2011-07-01,1258.3767
942,2011-07-01,4293.924
943,2011-07-01,115.3616
944,2011-07-01,419.4589
945,2011-07-01,419.4589
946,2011-07-01,874.794
947,2011-07-01,357.1616
948,2011-07-01,183.9382
949,2011-07-01,419.4589
950,2011-07-01,838.9178
951,2011-07-01,2146.962
952,2011-07-01,1749.588
953,2011-07-01,4373.97
954,2011-07-01,838.9178
955,2011-07-01,367.8764
956,2011-07-01,838.9178
957,2011-07-01,838.9178
958,2011-07-01,183.9382
959,2011-07-01,2024.994
960,2011-07-01,57.6808
961,2011-07-01,10199.97
962,2011-07-01,4049.988
963,2011-07-01,14279.958
964,2011-07-01,4079.988
965,2011-07-01,2167.7847
966,2011-07-01,10199.97
967,2011-07-01,4049.988
968,2011-07-01,722.5949
969,2011-07-01,714.7043
970,2011-07-01,16199.952
971,2011-07-01,22.8
972,2011-07-01,6074.982
973,2011-07-01,2429.28
974,2011-07-01,4049.988
975,2011-07-01,11.4
976,2011-07-01,2024.994
977,2011-07-01,6119.982
978,2011-07-01,6119.982
979,2011-07-01,22.8
980,2011-07-01,4049.988
981,2011-07-01,6119.982
982,2011-07-01,4049.988
983,2011-07-01,838.9178
984,2011-07-01,86.5212
985,2011-07-01,4293.924
986,2011-07-01,15.5595
987,2011-07-01,838.9178
988,2011-07-01,2097.2945
989,2011-07-01,183.9382
990,2011-07-01,40.373
991,2011-07-01,1749.588
992,2011-07-01,1258.3767
993,2011-07-01,1677.8356
994,2011-07-01,2624.382
995,2011-07-01,838.9178
996,2011-07-01,419.4589
997,2011-07-01,17.1
998,2011-07-01,4049.988
999,2011-07-01,6074.982
1000,2011-07-01,8099.976
1001,2011-07-01,45.6
